year,month,day,date_time_hour_beginning,residual_demand,rsa_contracted_demand
2018,9,9,2018-09-09,19633.974,20481.146
2018,9,9,2018-09-09,20535.186,21343.771
2018,9,9,2018-09-09,21081.499,21843.209
2018,9,9,2018-09-09,22918.743,23646.705
2018,9,9,2018-09-09,25368.949,26510.741
2018,9,9,2018-09-09,26966.847,28742.796
2018,9,9,2018-09-09,27410.2,29581.041
2018,9,9,2018-09-09,26909.493,29271.804
2018,9,9,2018-09-09,26566.903,28865.992
2018,9,9,2018-09-09,26245.087,28537.686
2018,9,9,2018-09-09,25594.421,27787.256
2018,9,9,2018-09-09,24789.922,26838.252
2018,9,9,2018-09-09,25016.886,26803.09
2018,9,9,2018-09-09,25939.05,27323.444
2018,9,9,2018-09-09,27702.011,28553.295
2018,9,9,2018-09-09,30823.206,31374.828
2018,9,9,2018-09-09,30786.247,31376.36
2018,9,9,2018-09-09,28608.793,29261.868
2018,9,9,2018-09-09,25568.34,26262.012
2018,9,9,2018-09-09,23045.847,23699.138
2018,9,9,2018-09-09,21671.35,22248.493
2018,9,10,2018-09-10,20850.193,21508.112
2018,9,10,2018-09-10,20398.28,21143.985
2018,9,10,2018-09-10,20347.357,21098.454
2018,9,10,2018-09-10,20710.31,21494.524
2018,9,10,2018-09-10,22536.083,23288.794
2018,9,10,2018-09-10,26109.223,26876.234
2018,9,10,2018-09-10,29340.28,30162.424
2018,9,10,2018-09-10,28502.017,29716.602
2018,9,10,2018-09-10,28472.864,30151.576
2018,9,10,2018-09-10,28125.984,30146.555
2018,9,10,2018-09-10,27816.593,29980.865
2018,9,10,2018-09-10,27526.427,29606.383
2018,9,10,2018-09-10,27072.804,29053.692
2018,9,10,2018-09-10,26635.39,28551.92
2018,9,10,2018-09-10,26759.78,28564.86
2018,9,10,2018-09-10,27210.001,28829.081
2018,9,10,2018-09-10,28211.057,29490.886
2018,9,10,2018-09-10,30008.251,30733.711
2018,9,10,2018-09-10,33130.571,33563.314
2018,9,10,2018-09-10,33060.328,33489.371
2018,9,10,2018-09-10,30646.767,31060.448
2018,9,10,2018-09-10,27578.037,28046.182
2018,9,10,2018-09-10,24988.923,25381.275
2018,9,10,2018-09-10,23393.637,23744.095
2018,9,11,2018-09-11,22417.177,22772.724
2018,9,11,2018-09-11,21958.117,22334.156
2018,9,11,2018-09-11,21839.808,22257.263
2018,9,11,2018-09-11,22048.277,22475.26
2018,9,11,2018-09-11,23625.454,24033.283
2018,9,11,2018-09-11,27328.11,27739.474
2018,9,11,2018-09-11,30215.97,30730.063
2018,9,11,2018-09-11,28819.23,29743.507
2018,9,11,2018-09-11,28258.794,29710.92
2018,9,11,2018-09-11,27408.21,29185.833
2018,9,11,2018-09-11,26987.601,29016.653
2018,9,11,2018-09-11,26378,28611.998
2018,9,11,2018-09-11,26012.067,28217.925
2018,9,11,2018-09-11,25637.239,27724.905
2018,9,11,2018-09-11,25751.576,27801.359
2018,9,11,2018-09-11,26393.612,28321.42
2018,9,11,2018-09-11,27381.72,28998.614
2018,9,11,2018-09-11,28911.63,30071.111
2018,9,11,2018-09-11,31666.066,32587.646
2018,9,11,2018-09-11,31364.442,32255.169
2018,9,11,2018-09-11,29584.509,30515.575
2018,9,11,2018-09-11,26693.574,27582.44
2018,9,11,2018-09-11,24160.232,24857.836
2018,9,11,2018-09-11,22340.434,23054.897
2018,9,12,2018-09-12,21537.437,22242.435
2018,9,12,2018-09-12,21175.016,21997.976
2018,9,12,2018-09-12,21133.736,21907.153
2018,9,12,2018-09-12,21645.09,22414.673
2018,9,12,2018-09-12,23095.544,23921.19
2018,9,12,2018-09-12,26680.675,27665.713
2018,9,12,2018-09-12,29448.172,30457.34
2018,9,12,2018-09-12,28236.668,29535.066
2018,9,12,2018-09-12,27828.25,29522.23
2018,9,12,2018-09-12,27139.4,29095.884
2018,9,12,2018-09-12,26878.293,28962.43
2018,9,12,2018-09-12,26454.017,28654.503
2018,9,12,2018-09-12,26079.333,28371.557
2018,9,12,2018-09-12,25846.807,28168.334
2018,9,12,2018-09-12,25879.834,28229.917
2018,9,12,2018-09-12,26540.789,28826.958
2018,9,12,2018-09-12,27216.867,29156.85
2018,9,12,2018-09-12,28703.47,30197.259
2018,9,12,2018-09-12,31637.271,32770.168
2018,9,12,2018-09-12,31153.772,32233.147
2018,9,12,2018-09-12,29034.489,30085.256
2018,9,12,2018-09-12,26506.47,27444.528
2018,9,12,2018-09-12,24104.347,24788.782
2018,9,12,2018-09-12,22848.537,23476.659
2018,9,13,2018-09-13,22142.897,22726.393
2018,9,13,2018-09-13,21935.114,22445.491
2018,9,13,2018-09-13,21893.98,22352.434
2018,9,13,2018-09-13,22316.457,22767.774
2018,9,13,2018-09-13,23850.996,24257.939
2018,9,13,2018-09-13,27654.082,28067.722
2018,9,13,2018-09-13,29739.9,30299.226
2018,9,13,2018-09-13,28404.405,29432.964
2018,9,13,2018-09-13,27696.366,29224.392
2018,9,13,2018-09-13,27131.077,29166.415
2018,9,13,2018-09-13,26792.787,28939.332
2018,9,13,2018-09-13,26769.94,28900.548
2018,9,13,2018-09-13,26140.211,28478.102
2018,9,13,2018-09-13,25756.24,28219.411
2018,9,13,2018-09-13,25830.941,28332.574
2018,9,13,2018-09-13,26247.471,28729.907
2018,9,13,2018-09-13,27157.331,29323.207
2018,9,13,2018-09-13,28607.679,30181.914
2018,9,13,2018-09-13,31554.179,32647.598
2018,9,13,2018-09-13,31300.3,32264.713
2018,9,13,2018-09-13,29461.666,30313.982
2018,9,13,2018-09-13,26657.649,27436.509
2018,9,13,2018-09-13,24358.14,25031.404
2018,9,13,2018-09-13,22873.783,23461.219
2018,9,14,2018-09-14,22183.797,22720.978
2018,9,14,2018-09-14,22116.054,22550.841
2018,9,14,2018-09-14,22075.253,22444.046
2018,9,14,2018-09-14,22415.84,22774.498
2018,9,14,2018-09-14,23852.102,24258.447
2018,9,14,2018-09-14,27425.737,27824.384
2018,9,14,2018-09-14,29837.63,30416.694
2018,9,14,2018-09-14,28706.547,29720.407
2018,9,14,2018-09-14,28222.521,29784.042
2018,9,14,2018-09-14,27360.141,29409.846
2018,9,14,2018-09-14,27146.95,29422.351
2018,9,14,2018-09-14,26921.841,29424.523
2018,9,14,2018-09-14,26400.989,29024.24
2018,9,14,2018-09-14,25984.034,28617.761
2018,9,14,2018-09-14,26028.329,28636.493
2018,9,14,2018-09-14,26015.946,28468.478
2018,9,14,2018-09-14,26610.787,28613.372
2018,9,14,2018-09-14,27531.499,28883.241
2018,9,14,2018-09-14,29839.903,30853.6
2018,9,14,2018-09-14,29922.305,30957.769
2018,9,14,2018-09-14,28170.7,29262.281
2018,9,14,2018-09-14,26548.616,27502.996
2018,9,14,2018-09-14,24663.126,25447.231
2018,9,14,2018-09-14,23236.78,23965.807
2018,9,15,2018-09-15,22404.907,23092.8
2018,9,15,2018-09-15,21988.226,22615.279
2018,9,15,2018-09-15,21758.82,22304.234
2018,9,15,2018-09-15,21772.374,22304.617
2018,9,15,2018-09-15,22374.596,22903.827
2018,9,15,2018-09-15,23244.233,23824.186
2018,9,15,2018-09-15,24989.56,25586.093
2018,9,15,2018-09-15,26464.22,27395.067
2018,9,15,2018-09-15,27672.09,29029.14
2018,9,15,2018-09-15,27254.581,29013.178
2018,9,15,2018-09-15,26584.758,28628.654
2018,9,15,2018-09-15,26227.404,28333.477
2018,9,15,2018-09-15,25892.23,28012.819
2018,9,15,2018-09-15,25138.616,27292.225
2018,9,15,2018-09-15,24717.13,26735.947
2018,9,15,2018-09-15,24636.797,26430.16
2018,9,15,2018-09-15,25414.605,26873.135
2018,9,15,2018-09-15,26349.567,27416.424
2018,9,15,2018-09-15,28768.185,29544.688
2018,9,15,2018-09-15,28691.661,29477.469
2018,9,15,2018-09-15,27050.703,27764.855
2018,9,15,2018-09-15,25318.276,25896.434
2018,9,15,2018-09-15,23785.31,24206.779
2018,9,15,2018-09-15,22607.023,22948.996
2018,9,16,2018-09-16,21766.67,22100.382
2018,9,16,2018-09-16,21244.017,21543.995
2018,9,16,2018-09-16,21062.837,21352.752
2018,9,16,2018-09-16,21210.353,21451.557
2018,9,16,2018-09-16,21358.333,21571.054
2018,9,16,2018-09-16,22047.576,22198.981
2018,9,16,2018-09-16,23510.887,23687.774
2018,9,16,2018-09-16,25429.106,26068.127
2018,9,16,2018-09-16,26518.37,27705.333
2018,9,16,2018-09-16,26514.909,27995.563
2018,9,16,2018-09-16,25896.407,27601.488
2018,9,16,2018-09-16,25540.217,27408.524
2018,9,16,2018-09-16,24899.043,26919.878
2018,9,16,2018-09-16,24173.416,26393.127
2018,9,16,2018-09-16,23722.4,25897.423
2018,9,16,2018-09-16,23818.097,25825.02
2018,9,16,2018-09-16,24590.49,26350.99
2018,9,16,2018-09-16,25746.396,27237.864
2018,9,16,2018-09-16,28280.265,29574.662
2018,9,16,2018-09-16,28345.263,29544.061
2018,9,16,2018-09-16,26370.658,27470.796
2018,9,16,2018-09-16,24503.797,25357.249
2018,9,16,2018-09-16,22780.826,23394.562
2018,9,16,2018-09-16,21584.794,22220.232
2018,9,17,2018-09-17,20886.71,21630.852
2018,9,17,2018-09-17,20523.73,21393.321
2018,9,17,2018-09-17,20266.191,21274.027
2018,9,17,2018-09-17,20547.5,21578.819
2018,9,17,2018-09-17,22095.766,23144.249
2018,9,17,2018-09-17,25732.229,26856.084
2018,9,17,2018-09-17,28335.006,29370.09
2018,9,17,2018-09-17,27022.834,28334.613
2018,9,17,2018-09-17,27115.837,28801.123
2018,9,17,2018-09-17,26514.866,28658.248
2018,9,17,2018-09-17,26160.543,28672.966
2018,9,17,2018-09-17,25899.396,28553.914
2018,9,17,2018-09-17,25701.836,28438.346
2018,9,17,2018-09-17,25473.353,28379.065
2018,9,17,2018-09-17,25555.516,28354.186
2018,9,17,2018-09-17,26074.847,28815.353
2018,9,17,2018-09-17,26903.501,29305.769
2018,9,17,2018-09-17,28168.909,30001.726
2018,9,17,2018-09-17,30668.719,32004.261
2018,9,17,2018-09-17,30258.238,31421.68
2018,9,17,2018-09-17,28221.96,29352.768
2018,9,17,2018-09-17,25704.563,26814.535
2018,9,17,2018-09-17,23855.923,24664.292
2018,9,17,2018-09-17,22732.527,23320.03
2018,9,18,2018-09-18,22266.941,22742.776
2018,9,18,2018-09-18,21936.8,22376.918
2018,9,18,2018-09-18,21845.443,22290.113
2018,9,18,2018-09-18,22111.764,22665.351
2018,9,18,2018-09-18,23491.09,24117.274
2018,9,18,2018-09-18,26909.944,27561.012
2018,9,18,2018-09-18,28865.657,29618.601
2018,9,18,2018-09-18,27483.197,28638.748
2018,9,18,2018-09-18,27183.087,28879.98
2018,9,18,2018-09-18,26631.686,28767.583
2018,9,18,2018-09-18,26259.137,28565.333
2018,9,18,2018-09-18,26032.603,28554.661
2018,9,18,2018-09-18,25752.014,28381.113
2018,9,18,2018-09-18,25575.157,28248.806
2018,9,18,2018-09-18,25870.61,28583.468
2018,9,18,2018-09-18,26328.849,28957.743
2018,9,18,2018-09-18,27087.515,29501.934
2018,9,18,2018-09-18,28411.305,30361.011
2018,9,18,2018-09-18,30658.138,32183.748
2018,9,18,2018-09-18,30073.433,31497.463
2018,9,18,2018-09-18,27829.679,29145.776
2018,9,18,2018-09-18,25744.939,26965.176
2018,9,18,2018-09-18,23855.354,24854.462
2018,9,18,2018-09-18,22650.169,23384.19
2018,9,19,2018-09-19,22118.559,22748.913
2018,9,19,2018-09-19,21936.76,22523.413
2018,9,19,2018-09-19,21729.246,22365.44
2018,9,19,2018-09-19,21962.589,22623.204
2018,9,19,2018-09-19,23340.349,24043.89
2018,9,19,2018-09-19,26715.117,27415.549
2018,9,19,2018-09-19,28541.127,29443.167
2018,9,19,2018-09-19,27295.694,28654.985
2018,9,19,2018-09-19,27158.606,29007.175
2018,9,19,2018-09-19,26759.327,28945.811
2018,9,19,2018-09-19,26643.73,29045.43
2018,9,19,2018-09-19,26398.49,29119.325
2018,9,19,2018-09-19,26123.439,29031.596
2018,9,19,2018-09-19,25790.011,28729.597
2018,9,19,2018-09-19,25778.787,28870.667
2018,9,19,2018-09-19,26458.136,29350.715
2018,9,19,2018-09-19,27333.878,29925.544
2018,9,19,2018-09-19,28567.161,30588.984
2018,9,19,2018-09-19,30519.426,32214.727
2018,9,19,2018-09-19,29977.713,31516.596
2018,9,19,2018-09-19,28088.29,29443.29
2018,9,19,2018-09-19,25826.434,27027.403
2018,9,19,2018-09-19,24016.68,24991.676
2018,9,19,2018-09-19,22675.78,23603.248
2018,9,20,2018-09-20,22070.673,22866.957
2018,9,20,2018-09-20,21761.563,22476.232
2018,9,20,2018-09-20,21715.706,22381.517
2018,9,20,2018-09-20,22112.495,22741.721
2018,9,20,2018-09-20,23731.063,24307.935
2018,9,20,2018-09-20,27059.659,27673.282
2018,9,20,2018-09-20,29169.22,29787.313
2018,9,20,2018-09-20,28215.894,29189.277
2018,9,20,2018-09-20,28055.34,29505.117
2018,9,20,2018-09-20,27629.83,29326.494
2018,9,20,2018-09-20,27660.25,29401.194
2018,9,20,2018-09-20,27652.134,29381.68
2018,9,20,2018-09-20,27403.094,29131.85
2018,9,20,2018-09-20,27257.303,28993.949
2018,9,20,2018-09-20,27518.745,29137.153
2018,9,20,2018-09-20,28070.643,29468.566
2018,9,20,2018-09-20,28984.443,30127.277
2018,9,20,2018-09-20,30049.829,30775.054
2018,9,20,2018-09-20,31586.64,32271.628
2018,9,20,2018-09-20,30955.742,31685.578
2018,9,20,2018-09-20,29076.009,29735.131
2018,9,20,2018-09-20,26994.572,27491.057
2018,9,20,2018-09-20,24757.269,25089.711
2018,9,20,2018-09-20,23323.95,23600.559
2018,9,21,2018-09-21,22468.526,22784.273
2018,9,21,2018-09-21,22139.318,22488.97
2018,9,21,2018-09-21,21929.634,22371.5
2018,9,21,2018-09-21,22151.24,22669.906
2018,9,21,2018-09-21,23676.137,24235.691
2018,9,21,2018-09-21,26977.218,27388.893
2018,9,21,2018-09-21,29224.375,29643.873
2018,9,21,2018-09-21,28756.951,29267.329
2018,9,21,2018-09-21,29126.187,29923.818
2018,9,21,2018-09-21,28410.533,29703.101
2018,9,21,2018-09-21,28377.6,29870.4
2018,9,21,2018-09-21,27924.01,29567.594
2018,9,21,2018-09-21,26998.466,28755.479
2018,9,21,2018-09-21,26635.736,28380.771
2018,9,21,2018-09-21,26416.639,28278.047
2018,9,21,2018-09-21,26415.846,28232.518
2018,9,21,2018-09-21,26615.8,28198.651
2018,9,21,2018-09-21,27540.485,28770.265
2018,9,21,2018-09-21,29580.473,30596.743
2018,9,21,2018-09-21,29426.864,30497.949
2018,9,21,2018-09-21,27768.031,28796.051
2018,9,21,2018-09-21,25879.646,26784.323
2018,9,21,2018-09-21,24146.591,24920.944
2018,9,21,2018-09-21,22828.807,23590.374
2018,9,22,2018-09-22,21817.036,22610.323
2018,9,22,2018-09-22,21351.086,22186.683
2018,9,22,2018-09-22,21054.733,21922.881
2018,9,22,2018-09-22,21167.91,22067.616
2018,9,22,2018-09-22,21651.197,22527.789
2018,9,22,2018-09-22,22558.24,23417.185
2018,9,22,2018-09-22,24166.179,25018.447
2018,9,22,2018-09-22,26070.801,27057.547
2018,9,22,2018-09-22,27113.77,28305.824
2018,9,22,2018-09-22,27171.473,28565.8
2018,9,22,2018-09-22,26656.99,28152.977
2018,9,22,2018-09-22,26356.153,27813.994
2018,9,22,2018-09-22,25966.19,27338.811
2018,9,22,2018-09-22,25620.089,26987.281
2018,9,22,2018-09-22,25256.437,26590.402
2018,9,22,2018-09-22,25202.377,26505.271
2018,9,22,2018-09-22,25462.041,26729.62
2018,9,22,2018-09-22,26273.08,27433.141
2018,9,22,2018-09-22,27838.473,28962.247
2018,9,22,2018-09-22,27357.05,28595.639
2018,9,22,2018-09-22,25871.521,27014.014
2018,9,22,2018-09-22,24082.537,25111.005
2018,9,22,2018-09-22,22466.634,23374.701
2018,9,22,2018-09-22,21788.004,22464.894
2018,9,23,2018-09-23,21051.89,21623.123
2018,9,23,2018-09-23,20615.317,21129.827
2018,9,23,2018-09-23,20389.02,20844.821
2018,9,23,2018-09-23,20360.534,20806.596
2018,9,23,2018-09-23,20626.034,21062.295
2018,9,23,2018-09-23,21221.597,21708.605
2018,9,23,2018-09-23,22507.8,23136.833
2018,9,23,2018-09-23,24647.145,25528.704
2018,9,23,2018-09-23,26146.031,27352.471
2018,9,23,2018-09-23,25994.487,27533.565
2018,9,23,2018-09-23,25460.091,27076.91
2018,9,23,2018-09-23,24943.677,26671.915
2018,9,23,2018-09-23,24405.5,26260.091
2018,9,23,2018-09-23,23983.66,25758.135
2018,9,23,2018-09-23,23457.141,25103.946
2018,9,23,2018-09-23,23471.743,24892.719
2018,9,23,2018-09-23,24272.25,25352.268
2018,9,23,2018-09-23,25234.467,26161.434
2018,9,23,2018-09-23,27195.46,28068.476
2018,9,23,2018-09-23,26928.782,27766.433
2018,9,23,2018-09-23,25423.217,26152.907
2018,9,23,2018-09-23,23759.659,24433.244
2018,9,23,2018-09-23,22190.92,22865.924
2018,9,23,2018-09-23,21170.277,21867.724
2018,9,24,2018-09-24,20571.973,21290.711
2018,9,24,2018-09-24,20320.201,21023.349
2018,9,24,2018-09-24,20268.051,20861.21
2018,9,24,2018-09-24,20398.724,20925.854
2018,9,24,2018-09-24,20711.936,21223.116
2018,9,24,2018-09-24,21634.646,22220.765
2018,9,24,2018-09-24,22733.07,23275.508
2018,9,24,2018-09-24,24294.568,24883.286
2018,9,24,2018-09-24,26105.24,26815.143
2018,9,24,2018-09-24,26735.627,27652.37
2018,9,24,2018-09-24,26982.035,28095.129
2018,9,24,2018-09-24,26692.894,27920.899
2018,9,24,2018-09-24,26268.308,27527.832
2018,9,24,2018-09-24,25771.584,27083.042
2018,9,24,2018-09-24,25589.163,26762.223
2018,9,24,2018-09-24,25589.867,26781.672
2018,9,24,2018-09-24,26404.427,27325.674
2018,9,24,2018-09-24,27442.357,28013.803
2018,9,24,2018-09-24,29277.433,29740.618
2018,9,24,2018-09-24,29103.723,29596.496
2018,9,24,2018-09-24,27081.651,27555.285
2018,9,24,2018-09-24,24899.96,25515.01
2018,9,24,2018-09-24,22831.85,23466.81
2018,9,24,2018-09-24,21607.463,22289.749
2018,9,25,2018-09-25,20856.5,21646.36
2018,9,25,2018-09-25,20582.07,21433.985
2018,9,25,2018-09-25,20321.601,21321.563
2018,9,25,2018-09-25,20551.383,21733.061
2018,9,25,2018-09-25,21877.143,22990.608
2018,9,25,2018-09-25,25115.173,26336.906
2018,9,25,2018-09-25,26934.545,28333.999
2018,9,25,2018-09-25,26416.983,28041.736
2018,9,25,2018-09-25,26847.91,28667.793
2018,9,25,2018-09-25,26684.63,28784.046
2018,9,25,2018-09-25,26844.966,29124.962
2018,9,25,2018-09-25,27008.767,29310.931
2018,9,25,2018-09-25,26627.03,29031.024
2018,9,25,2018-09-25,26344.221,28807.492
2018,9,25,2018-09-25,26303.198,28810.965
2018,9,25,2018-09-25,27009.053,29248.807
2018,9,25,2018-09-25,27431.3,29432.546
2018,9,25,2018-09-25,28522.147,30151.904
2018,9,25,2018-09-25,30595.803,31980.705
2018,9,25,2018-09-25,30419.654,31721.297
2018,9,25,2018-09-25,28426.46,29662.186
2018,9,25,2018-09-25,25615.309,26836.011
2018,9,25,2018-09-25,23392.88,24355.016
2018,9,25,2018-09-25,22315.223,23169.282
2018,9,26,2018-09-26,21906.256,22648.224
2018,9,26,2018-09-26,21380.363,22214.9
2018,9,26,2018-09-26,21280.377,22211.092
2018,9,26,2018-09-26,21596.4,22509.557
2018,9,26,2018-09-26,22887.863,23812.888
2018,9,26,2018-09-26,26038.771,26899.646
2018,9,26,2018-09-26,28087.336,28826.04
2018,9,26,2018-09-26,27407.926,28513.867
2018,9,26,2018-09-26,27502.015,29063.772
2018,9,26,2018-09-26,27339.034,29107.717
2018,9,26,2018-09-26,27382.884,29214.709
2018,9,26,2018-09-26,27299.977,29339.072
2018,9,26,2018-09-26,26911.697,29163.328
2018,9,26,2018-09-26,26857.376,29056.433
2018,9,26,2018-09-26,27016.699,29172.539
2018,9,26,2018-09-26,27212.974,29201.43
2018,9,26,2018-09-26,28003.385,29549.652
2018,9,26,2018-09-26,29014.719,30116.421
2018,9,26,2018-09-26,31004.151,31713.462
2018,9,26,2018-09-26,30600.905,31343.799
2018,9,26,2018-09-26,28335.535,29193.111
2018,9,26,2018-09-26,26179.819,26984.004
2018,9,26,2018-09-26,24251.966,24912.635
2018,9,26,2018-09-26,23183.31,23721.106
2018,9,27,2018-09-27,22430.26,22786.012
2018,9,27,2018-09-27,22316.925,22612.066
2018,9,27,2018-09-27,22376.653,22664.547
2018,9,27,2018-09-27,22722.497,23022.058
2018,9,27,2018-09-27,23288.111,23710.156
2018,9,27,2018-09-27,26257.773,26708.137
2018,9,27,2018-09-27,27897.443,28459.634
2018,9,27,2018-09-27,27717.474,28589.909
2018,9,27,2018-09-27,28074.669,29345.855
2018,9,27,2018-09-27,27736.567,29298.485
2018,9,27,2018-09-27,27535.08,29274.187
2018,9,27,2018-09-27,27447.007,29263.603
2018,9,27,2018-09-27,27207.5,29096.17
2018,9,27,2018-09-27,27074.181,28996.114
2018,9,27,2018-09-27,27118.204,28978.023
2018,9,27,2018-09-27,27401.561,29098.493
2018,9,27,2018-09-27,27923.977,29303.296
2018,9,27,2018-09-27,28757.078,29680.618
2018,9,27,2018-09-27,30599.835,31210.973
2018,9,27,2018-09-27,30001.415,30743.793
2018,9,27,2018-09-27,28164.799,28940.765
2018,9,27,2018-09-27,26041.69,26784.27
2018,9,27,2018-09-27,24186.749,24730.36
2018,9,27,2018-09-27,23030.247,23505.947
2018,9,28,2018-09-28,22348.362,22853.664
2018,9,28,2018-09-28,21883.793,22523.367
2018,9,28,2018-09-28,21597.01,22379.419
2018,9,28,2018-09-28,21830.777,22681.593
2018,9,28,2018-09-28,22783.397,23612.251
2018,9,28,2018-09-28,25632.176,26472.218
2018,9,28,2018-09-28,27206.983,28213.001
2018,9,28,2018-09-28,27068.666,28684.117
2018,9,28,2018-09-28,27341.037,29770.413
2018,9,28,2018-09-28,26993.694,29834.963
2018,9,28,2018-09-28,26770.837,29912.017
2018,9,28,2018-09-28,26463.406,29762.312
2018,9,28,2018-09-28,26130.151,29392.684
2018,9,28,2018-09-28,25716.346,28966.472
2018,9,28,2018-09-28,25608.423,28690.706
2018,9,28,2018-09-28,25707.337,28553.455
2018,9,28,2018-09-28,26112.136,28578.39
2018,9,28,2018-09-28,27088.236,28908.522
2018,9,28,2018-09-28,28276.526,29643.136
2018,9,28,2018-09-28,28207.263,29479.639
2018,9,28,2018-09-28,26902.7,28125.598
2018,9,28,2018-09-28,25275.317,26469.85
2018,9,28,2018-09-28,23659.734,24747.528
2018,9,28,2018-09-28,22532.14,23576.458
2018,9,29,2018-09-29,21729.174,22777.819
2018,9,29,2018-09-29,21452.731,22491.706
2018,9,29,2018-09-29,21237.434,22235.933
2018,9,29,2018-09-29,21280.649,22241.836
2018,9,29,2018-09-29,21729.778,22653.045
2018,9,29,2018-09-29,22572.717,23589.624
2018,9,29,2018-09-29,24094.071,25222.392
2018,9,29,2018-09-29,25519.394,26960.122
2018,9,29,2018-09-29,26099.943,27915.931
2018,9,29,2018-09-29,25937.957,27963.949
2018,9,29,2018-09-29,25375.244,27447.204
2018,9,29,2018-09-29,25206.187,27252.427
2018,9,29,2018-09-29,24822.597,26874.79
2018,9,29,2018-09-29,24442.357,26517.085
2018,9,29,2018-09-29,23964.77,25999.477
2018,9,29,2018-09-29,23916.647,25859.391
2018,9,29,2018-09-29,24322.743,26077.972
2018,9,29,2018-09-29,25188.032,26627.14
2018,9,29,2018-09-29,27126.763,28498.446
2018,9,29,2018-09-29,26987.293,28505.475
2018,9,29,2018-09-29,25301.37,26901.124
2018,9,29,2018-09-29,23568.739,25113.478
2018,9,29,2018-09-29,22231.064,23638.447
2018,9,29,2018-09-29,21355.51,22632.84
2018,9,30,2018-09-30,20512.457,21812.744
2018,9,30,2018-09-30,20152.436,21415.156
2018,9,30,2018-09-30,20066.13,21331.93
2018,9,30,2018-09-30,20098.256,21333.582
2018,9,30,2018-09-30,20348.376,21653.48
2018,9,30,2018-09-30,20798.41,22212.17
2018,9,30,2018-09-30,22314.076,23852.71
2018,9,30,2018-09-30,23921.29,25801.593
2018,9,30,2018-09-30,24764.06,27079.936
2018,9,30,2018-09-30,24581.11,27178.486
2018,9,30,2018-09-30,23997.197,26732.179
2018,9,30,2018-09-30,23637.354,26353.435
2018,9,30,2018-09-30,23314.276,26030.83
2018,9,30,2018-09-30,23010.544,25602.148
2018,9,30,2018-09-30,22893.23,25152.402
2018,9,30,2018-09-30,23155.593,25022.114
2018,9,30,2018-09-30,23873.093,25310.523
2018,9,30,2018-09-30,25090.747,26095.224
2018,9,30,2018-09-30,27738.747,28418.421
2018,9,30,2018-09-30,28050.66,28830.831
2018,9,30,2018-09-30,26059.86,26877.043
2018,9,30,2018-09-30,23981.657,24892.294
2018,9,30,2018-09-30,22278.757,23280.851
2018,9,30,2018-09-30,21038.66,22114.982
2018,10,1,2018-10-01,20599.427,21585.275
2018,10,1,2018-10-01,20364.063,21247.624
2018,10,1,2018-10-01,20273.44,21175.296
2018,10,1,2018-10-01,20512.207,21443.277
2018,10,1,2018-10-01,21582.003,22543.673
2018,10,1,2018-10-01,23791.917,24678.512
2018,10,1,2018-10-01,25307.307,26299.677
2018,10,1,2018-10-01,26132.78,27421.664
2018,10,1,2018-10-01,26637.514,28476.585
2018,10,1,2018-10-01,26437.384,28656.695
2018,10,1,2018-10-01,26435.199,28747.346
2018,10,1,2018-10-01,26319.504,28743.071
2018,10,1,2018-10-01,26183.53,28501.802
2018,10,1,2018-10-01,25832.501,28201.376
2018,10,1,2018-10-01,26131.181,28323.974
2018,10,1,2018-10-01,26710.634,28670.808
2018,10,1,2018-10-01,26901.461,28776.563
2018,10,1,2018-10-01,27701.173,29252.356
2018,10,1,2018-10-01,29932.887,31118.812
2018,10,1,2018-10-01,30116.384,31098.279
2018,10,1,2018-10-01,28396.976,29193.182
2018,10,1,2018-10-01,26035.074,26881.612
2018,10,1,2018-10-01,24225.14,24970.614
2018,10,1,2018-10-01,22891.325,23690.661
2018,10,2,2018-10-02,22127.204,22938.243
2018,10,2,2018-10-02,21485.473,22367.307
2018,10,2,2018-10-02,21454.423,22353.465
2018,10,2,2018-10-02,21398.767,22414.039
2018,10,2,2018-10-02,22451.697,23457.814
2018,10,2,2018-10-02,24527.996,25606.6
2018,10,2,2018-10-02,25979.163,27120.996
2018,10,2,2018-10-02,26630.761,28165.151
2018,10,2,2018-10-02,27186.803,29187.238
2018,10,2,2018-10-02,26369.852,28887.888
2018,10,2,2018-10-02,26218.807,29076.415
2018,10,2,2018-10-02,25954.744,29099.015
2018,10,2,2018-10-02,25777.727,28975.66
2018,10,2,2018-10-02,25677.689,28919.115
2018,10,2,2018-10-02,25637.63,28868.337
2018,10,2,2018-10-02,26101.844,29226.944
2018,10,2,2018-10-02,26716.97,29530.947
2018,10,2,2018-10-02,27554.707,29917.412
2018,10,2,2018-10-02,29632.943,31684.61
2018,10,2,2018-10-02,29441.157,31433.897
2018,10,2,2018-10-02,27296.042,29201.3
2018,10,2,2018-10-02,25343.623,27097.903
2018,10,2,2018-10-02,23131.847,24783.945
2018,10,2,2018-10-02,21653.323,23335.308
2018,10,3,2018-10-03,21080.434,22692.988
2018,10,3,2018-10-03,20732.858,22267.737
2018,10,3,2018-10-03,20708.756,22139.444
2018,10,3,2018-10-03,21030.885,22418.743
2018,10,3,2018-10-03,22100.251,23379.064
2018,10,3,2018-10-03,24184.091,25399.784
2018,10,3,2018-10-03,25763.072,27000.926
2018,10,3,2018-10-03,26240.924,27951.734
2018,10,3,2018-10-03,26938.976,29194.429
